hyena, True, True
ice, True, True
ice_cream, True, True
ice_skates, True, True
ice_skating, True, True
CVML_UNKNOWN_399, False, False
iguana, True, True
CVML_UNKNOWN_27, False, False
CVML_UNKNOWN_36, False, True
island, True, True
ivy, True, True
jack_o_lantern, True, True
jack_russell, True, True
jacket, True, True
jacuzzi, True, True
jalapeno, True, True
CVML_UNKNOWN_153, False, True
CVML_UNKNOWN_45, False, False
jeans, True, True
jeep, True, True
jello, True, True
jelly, True, True
CVML_UNKNOWN_78, False, True
jellyfish, True, True
CVML_UNKNOWN_129, False, False
CVML_UNKNOWN_339, False, True
CVML_UNKNOWN_321, False, False
jigsaw, True, True
jockey_horse, True, True
joystick, True, True
judo, True, True
jug, True, True
CVML_UNKNOWN_121, False, False
CVML_UNKNOWN_171, False, False
juicer, True, True
jungle, True, True
CVML_UNKNOWN_284, False, True
CVML_UNKNOWN_220, False, True
kangaroo, True, True
CVML_UNKNOWN_167, False, False
karate, True, True
kayak, True, True
kebab, True, True
keg, True, True
CVML_UNKNOWN_103, False, False
kettle, True, True
CVML_UNKNOWN_208, False, True
CVML_UNKNOWN_271, False, False
kickboxing, True, True
kilt, True, True
CVML_UNKNOWN_217, False, False
kimono, True, True
CVML_UNKNOWN_243, False, False
kite, True, True
kiteboarding, True, True
kitten, True, True
knife, True, True
koala, True, True
kohlrabi, True, True
koi, True, True
CVML_UNKNOWN_311, False, True
lab_coat, True, True
CVML_UNKNOWN_123, False, True
CVML_UNKNOWN_79, False, False
ladle, True, True
ladybug, True, True
lake, True, True
lakeshore, True, True
CVML_UNKNOWN_76, False, False
lamppost, True, True
lantern, True, True
CVML_UNKNOWN_223, False, False
CVML_UNKNOWN_361, False, False
lava, True, True
CVML_UNKNOWN_154, False, False
leek, True, True
lego, True, True
lemon, True, True
CVML_UNKNOWN_211, False, True
lemongrass, True, True
lemur, True, True
leopard, True, True
CVML_UNKNOWN_202, False, True
lettuce, True, True
library, True, True
license_plate, True, True
CVML_UNKNOWN_83, False, False
CVML_UNKNOWN_184, False, True
light_bulb, True, True
lighter, True, True
lighthouse, True, True
lightning, True, True
lily, True, True
lime, True, True
limousine, True, True
lion, True, True
lionfish, True, True
CVML_UNKNOWN_133, False, False
llama, True, True
CVML_UNKNOWN_52, False, False
lobster, True, True
lollipop, True, True
loudspeaker, True, True
lychee, True, True
lynx, True, True
macadamia, True, True
mackerel, True, True
CVML_UNKNOWN_340, False, False
CVML_UNKNOWN_14, False, False
CVML_UNKNOWN_360, False, True
mailbox, True, True
malamute, True, True
malinois, True, True
mallet, True, True
mango, True, True
mangosteen, True, True
mangrove, True, True
manhole, True, True
map, True, True
maple_tree, True, True
margarita, True, True
marigold, True, True
marshmallow, True, True
martini, True, True
masquerade, True, True
CVML_UNKNOWN_394, False, True
mastiff, True, True
matches, True, True
CVML_UNKNOWN_237, False, False
matzo, True, True
CVML_UNKNOWN_383, False, True
CVML_UNKNOWN_110, False, False
CVML_UNKNOWN_227, False, True
meatball, True, True
CVML_UNKNOWN_319, False, False
medicine, True, True
megalith, True, True
menorah, True, True
microphone, True, True
microscope, True, True
microwave, True, True
CVML_UNKNOWN_5, False, False
milkshake, True, True
CVML_UNKNOWN_115, False, True
minaret, True, True
CVML_UNKNOWN_91, False, False
CVML_UNKNOWN_318, False, False
missile, True, True
mistletoe, True, True
mitten, True, True
CVML_UNKNOWN_312, False, False
mojito, True, True
CVML_UNKNOWN_122, False, False
monitor_lizard, True, True
CVML_UNKNOWN_257, False, False
CVML_UNKNOWN_176, False, False
moon, True, True
moose, True, True
mop, True, True
CVML_UNKNOWN_248, False, True
CVML_UNKNOWN_358, False, True
moth, True, True
motorcross, True, True
motorcycle, True, True
CVML_UNKNOWN_2, False, False
mountain, True, True
mousetrap, True, True
mower, True, True
CVML_UNKNOWN_221, False, False
muffin, True, True
CVML_UNKNOWN_222, False, False
CVML_UNKNOWN_356, False, False
mushroom, True, True
CVML_UNKNOWN_268, False, False
CVML_UNKNOWN_275, False, True
mussel, True, True
mustard, True, True
naan, True, True
nachos, True, True
nascar, True, True
CVML_UNKNOWN_173, False, False
nectarine, True, True
nest, True, True
newspaper, True, True
nightclub, True, True
CVML_UNKNOWN_213, False, False
oak_tree, True, True
CVML_UNKNOWN_298, False, False
CVML_UNKNOWN_135, False, False
CVML_UNKNOWN_34, False, False
oatmeal, True, True
obelisk, True, True
ocean, True, True
CVML_UNKNOWN_90, False, False
CVML_UNKNOWN_138, False, True
omelet, True, True
onion, True, True
oranges, True, True
orchestra, True, True
orchid, True, True
CVML_UNKNOWN_235, False, False
origami, True, True
ostrich, True, True
otter, True, True
oven, True, True
CVML_UNKNOWN_276, False, False
owl, True, True
oyster, True, True
pacifier, True, True
paella, True, True
pagoda, True, True
paintball, True, True
paintbrush, True, True
painting, True, True
CVML_UNKNOWN_219, False, True
palm_tree, True, True
CVML_UNKNOWN_270, False, False
pancake, True, True
panda, True, True
papaya, True, True
paper_bag, True, True
parade, True, True
parakeet, True, True
parasailing, True, True
park_bench, True, True
parking_lot, True, True
parrot, True, True
CVML_UNKNOWN_240, False, False
passionfruit, True, True
passport, True, True
pasta, True, True
patio, True, True
payphone, True, True
CVML_UNKNOWN_326, False, False
peach, True, True
peacock, True, True
peanut, True, True
CVML_UNKNOWN_11, False, True
pear, True, True
pecan, True, True
pelican, True, True
penguin, True, True
CVML_UNKNOWN_346, False, False
pepperoni, True, True
peregrine, True, True
CVML_UNKNOWN_74, False, False
persimmon, True, True
petunia, True, True
CVML_UNKNOWN_203, False, False
piano, True, True
pickle, True, True
pie, True, True
CVML_UNKNOWN_269, False, False
pier, True, True
pierogi, True, True
pig, True, True
piggybank, True, True
CVML_UNKNOWN_307, False, True
CVML_UNKNOWN_207, False, False
